treatment,F_ppm,D_ppm,aquarium,t_exp,date,wetmass_mg,drymass_mg,survival,num_tadpoles
A.0,0,0.0,6,43.0,2024-05-17,,,10,0
A.0,0,0.0,18,43.0,2024-05-17,,,10,0
A.0,0,0.0,30,43.0,2024-05-17,,,10,0
B.10F,10,0.0,12,43.0,2024-05-17,,,8,0
B.10F,10,0.0,24,43.0,2024-05-17,,,4,0
B.10F,10,0.0,36,43.0,2024-05-17,,,4,0
C.100F,100,0.0,1,43.0,2024-05-17,,,4,0
C.100F,100,0.0,13,43.0,2024-05-17,,,0,0
C.100F,100,0.0,25,43.0,2024-05-17,,,3,0
D.0.03D,0,0.03,7,43.0,2024-05-17,,,2,0
D.0.03D,0,0.03,19,43.0,2024-05-17,,,2,0
D.0.03D,0,0.03,31,43.0,2024-05-17,,,5,0
E.0.3D,0,0.3,8,43.0,2024-05-17,,,4,0
E.0.3D,0,0.3,20,43.0,2024-05-17,,,6,0
E.0.3D,0,0.3,32,43.0,2024-05-17,,,5,0
F.3D,0,3.0,9,43.0,2024-05-17,,,3,0
F.3D,0,3.0,21,43.0,2024-05-17,,,1,0
F.3D,0,3.0,33,43.0,2024-05-17,,,1,0
G.30D,0,30.0,10,43.0,2024-05-17,240.0,13.440000000000012,2,1
G.30D,0,30.0,22,43.0,2024-05-17,199.4285714,11.16799999840001,8,7
G.30D,0,30.0,34,43.0,2024-05-17,232.0,12.992000000000012,4,3
H.100D,0,100.0,11,43.0,2024-05-17,,,0,0
H.100D,0,100.0,23,43.0,2024-05-17,,,0,0
H.100D,0,100.0,35,43.0,2024-05-17,,,0,0
I.0.3D+10F,10,0.3,2,43.0,2024-05-17,,,5,0
I.0.3D+10F,10,0.3,14,43.0,2024-05-17,,,8,0
I.0.3D+10F,10,0.3,26,43.0,2024-05-17,,,8,0
J.0.3D+100F,100,0.3,3,43.0,2024-05-17,,,4,0
J.0.3D+100F,100,0.3,15,43.0,2024-05-17,,,8,0
J.0.3D+100F,100,0.3,27,43.0,2024-05-17,,,3,0
K.30D+10F,10,30.0,4,43.0,2024-05-17,175.25,9.814000000000009,6,4
K.30D+10F,10,30.0,16,43.0,2024-05-17,203.75,11.41000000000001,8,8
K.30D+10F,10,30.0,28,43.0,2024-05-17,,,0,0
L.30D+100F,100,30.0,5,43.0,2024-05-17,173.0,9.68800000000001,6,3
L.30D+100F,100,30.0,17,43.0,2024-05-17,173.0,9.68800000000001,4,3
L.30D+100F,100,30.0,29,43.0,2024-05-17,,,0,0
