param,best_fit,median,q05,q95
spc.Z_mean_UGent,0.6487957443084775,0.542912274301172,0.18280009795434293,0.7982071364391843
spc.eta_AS_juv,0.6671725175746164,0.7773130483602781,0.6451778566798956,0.8957305320405566
"spc.KD[1,2]",1.3742542724456825,1.0193676589028189,0.157395440207518,2.616542332678429
"spc.E[1,2]",0.06504913488651987,0.1318799566657785,0.031637541357477365,0.5105653665799701
"spc.B[1,2]",3.650632123568056,4.857718927467766,1.4209829955427318,9.311944840333975
