C_W_1,t_exp_G42,t_exp_G46,dt_mt,wetmass_G42_mg,wetmass_G46_mg,num_sample
0.03,Inf,Inf,NaN,Inf,Inf,94
0.3,Inf,Inf,NaN,Inf,Inf,94
0.0,30.7,60.3,29.6,219.79973472304195,368.19234922012447,95
0.03,Inf,Inf,NaN,Inf,Inf,95
0.3,Inf,Inf,NaN,Inf,Inf,95
0.0,22.7,33.5,10.8,137.88325967201305,133.49123970126618,96
0.03,0.0,1.7,1.7,126.05647119628671,90.35117717503663,96
0.3,Inf,Inf,NaN,Inf,Inf,96
0.0,34.6,65.3,30.7,258.318518751248,406.42640248891763,97
0.03,Inf,Inf,NaN,Inf,Inf,97
0.3,Inf,Inf,NaN,Inf,Inf,97
0.0,20.3,27.1,6.8,127.08987421952273,89.30161476869246,98
0.03,Inf,Inf,NaN,Inf,Inf,98
0.3,Inf,Inf,NaN,Inf,Inf,98
0.0,17.2,22.7,5.5,98.46352709450517,70.87090286751457,99
0.03,Inf,Inf,NaN,Inf,Inf,99
0.3,Inf,Inf,NaN,Inf,Inf,99
0.0,15.0,21.3,6.3,78.29267434600887,65.29233823933757,100
0.03,Inf,Inf,NaN,Inf,Inf,100
0.3,Inf,Inf,NaN,Inf,Inf,100
