spc.Z_corr,spc.H_j1,weight,loss
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
0.851338116909493,34.321781869032286,0.01,0.07763933017750409
