"spc.KD[1,2]","spc.E[1,2]","spc.B[1,2]",weight,loss
0.0010869598586893778,8.648392204925816,0.6793793954865152,0.047660850217355576,0.21053634921999165
0.0010869608348299978,8.081942447159475,0.726433880552786,0.0031435150946391758,0.21105307769959497
0.001086960117168486,8.860510219364743,0.7054873593532388,0.0005332237421136061,0.21114919555331907
0.0010869603224138342,8.82721049857047,0.6998467821732477,0.0010057636521714052,0.21101982924744453
0.0010869607871560629,8.45823479636557,0.710052792945528,0.0019557994481346607,0.21098346903791199
0.0010869594408080036,8.146646052466782,0.7148285474620605,0.011066559717378447,0.21089027272765254
0.0010869601820737026,8.170695062365336,0.7228035214119312,0.0008203147103920933,0.21104103571480093
0.0010869603138055181,8.199623977808455,0.7336108836574005,0.000806466063723141,0.21124664596211642
0.0010869611688024603,7.585625568451515,0.6779560898562748,0.07316660515618602,0.21130585117483483
0.0010869604394961754,7.744865091200281,0.7204264386124762,0.0013928880245256982,0.2107820709519826
0.0010869599082643062,8.046581388337387,0.7285140116103085,0.001738475482523934,0.21106866063283058
0.001086960463334689,7.486825545574907,0.6809641127992785,0.0020761619808344705,0.2113232787245356
0.0010869600124362034,8.1585296361313,0.7151605294308147,0.0011048575832468919,0.21090242234010562
0.0010869603459211662,8.737165755838035,0.7139621760240454,0.00029617145733402424,0.21123065531085602
0.0010869600663458638,8.301476073398435,0.7091620470558853,0.001076484830893252,0.21087727204318912
0.001086959984202531,8.226106896278376,0.7237052260850595,0.000976566146259454,0.21108891001435287
0.001086960614385053,7.880493673854872,0.7281161333884201,0.0021049245711362977,0.21097249589360464
0.00108695972171543,8.764356470824666,0.6900486001345553,0.011629780884838811,0.21079690339618662
0.0010869604692004243,8.396192478912884,0.7179728126140029,0.0006615905132716966,0.21108888617695865
0.0010869600652621458,8.846351792303526,0.695826283318143,0.001844500832549934,0.21095515566157308
0.0010869607353838297,7.754910529092701,0.7264553731946354,0.0032470861680357257,0.2108831844835192
0.0010869602118525573,8.622910574958986,0.7157843415790849,0.00036986723193426966,0.2111906300362039
0.0010869607195069114,7.919598665917171,0.7190647974550861,0.0022570496115756063,0.21084325231218914
0.001086960316840422,8.577498644156261,0.7025799708264371,0.0010821347757378496,0.21091840756858363
0.0010869603678556373,8.217095924382289,0.7239479668488428,0.0007649950136005985,0.21108785973934518
0.0010869602006452147,8.193523689286302,0.7160050726657382,0.0008318872846669836,0.21093625227021628
0.0010869600182491419,8.554808467900887,0.7045318606868155,0.0011757154536523105,0.21094062644246173
0.0010869601176423252,8.10516161699576,0.7144656345295269,0.0010145073911318155,0.2108618402240987
0.0010869603245953706,8.648093990306164,0.7192559457336498,0.0002456355016645208,0.21127206841634338
0.0010869595033074701,8.646300525252721,0.6914952813654821,0.030370631688194795,0.21075544722321934
0.0010869601161206317,7.997616371404446,0.7229563335201324,0.0011084236391239255,0.21094807983180697
0.0010869608620191653,7.861032960970065,0.7298057004553832,0.005475713582148535,0.2109902412181431
0.0010869606313213703,8.545392193886073,0.6976729026916881,0.0029338097391436355,0.2108103808296311
0.0010869614643308095,7.709732150449121,0.7339562043057506,0.4486671768108388,0.21098170739529962
0.001086960841295485,8.502772116593416,0.69622933223204,0.007385372644922897,0.21076029863564952
0.0010869598767807205,8.421937826756773,0.7126408876549212,0.0011784536448065182,0.2110085166393876
0.0010869602873014173,8.386665283016862,0.7249421765605325,0.0004791530130519736,0.21120851156824091
0.0010869597533408979,7.855100031973034,0.7276640130692723,0.0036472929225020785,0.21095206953648388
0.0010869604945635027,8.89781717883263,0.706661672516693,0.00046141059858051744,0.2111963568580988
0.001086960324283674,8.1428861267262,0.7035645845921806,0.0015201624090093494,0.2106965009114416
0.0010869598206469577,8.259575911608724,0.7090750731812132,0.0020360780373693214,0.21085255313581783
0.0010869604410907391,8.504570797266073,0.6969129730932792,0.0022751308412202595,0.21077357935591307
0.00108696014499881,8.800591036935817,0.714191409209147,0.00022257876897100576,0.2112771119171763
0.001086960491489417,8.145595486908913,0.7197741639886002,0.0009960583713563337,0.21097457055545688
0.0010869591803154687,8.179817912186145,0.7135351058137976,0.06952104795679276,0.21088609205103465
0.001086959929082338,8.982553730826243,0.7091278354583948,0.00026569116757153377,0.21130143089697528
0.001086960393968639,8.864450899105002,0.7078460382583587,0.0003898482177797049,0.21119727389784768
0.001086960294463205,8.293897807128362,0.7206329841074218,0.0006541540992662324,0.2110749112883804
0.0010869604344064436,8.63453624608819,0.7147345584702453,0.0004223250812698017,0.21117849454995363
0.0010869597693662892,7.858438270607862,0.7108683190558868,0.0031548692309332285,0.21068040180328804
0.001086960400461913,8.673636871629686,0.6974463509518571,0.001723944489427708,0.21088093036712563
0.0010869602114990389,8.368529409075721,0.7180465249434081,0.0006071630320634179,0.21107350066848482
0.0010869610458355311,7.784986634207969,0.7149625700619976,0.011219811731330015,0.21071295912625682
0.0010869604994014584,8.275365365640665,0.7085665479030707,0.0011955541611445085,0.21085237643726074
0.0010869600236750117,8.286451305388924,0.7046537392219379,0.0015430120171424234,0.2107902627246858
0.001086960074776197,9.011773431553673,0.7127526909867415,1.2597504765247407e-5,0.2113932808156075
0.0010869605996366581,8.717653041859215,0.7152225325577403,0.00041037455299679053,0.21124174018962294
0.0010869604909786014,8.964486044235079,0.7054851707574923,0.00042774677092882523,0.21121765941407983
0.0010869603626614955,8.500785071192055,0.7012046938411974,0.0013711285951187582,0.2108486719006742
0.0010869604323939662,9.017646116422862,0.6840702280790265,0.008807395478430877,0.21083432413357583
0.0010869613215545796,7.5501162287780055,0.7270851830748586,0.10591047381776116,0.2108017913829197
0.0010869603580479755,9.063336654273298,0.6983951037187308,0.0007663033461857057,0.21114355950716013
0.001086960434288131,8.153544558999105,0.715547040840219,0.0009576597894256063,0.21090633574907183
0.00108696055334661,8.411194081897543,0.721620609381437,0.0006654659464325678,0.2111638463385622
0.0010869600449132243,8.313586457668118,0.7173704217477318,0.0008069240489372867,0.21102881638275886
0.0010869604681718215,8.316077214986809,0.7046553882428575,0.0013942819301370354,0.2108064031434106
0.0010869611836409206,8.137603357629972,0.7123872961642956,0.020973215870972513,0.2108436852131726
0.0010869599751457172,8.856076718975512,0.7057827863468935,0.0006582934063007081,0.21115200002343734
0.0010869603223459879,8.99286157906598,0.7134456854676434,1.0106931632421659e-5,0.21139385441894698
0.0010869599275930416,7.495490899624942,0.7402645489607403,0.007842667127951342,0.21098180641841174
0.0010869600820036444,8.793506520186206,0.7199596927591179,3.632485812805303e-5,0.21138330650057607
0.0010869604569488374,7.717946121606694,0.7211046081620751,0.0014704808315484951,0.21078071377374713
0.001086960087203423,8.642728262655245,0.7082850778483791,0.0006826152585647179,0.21106338164345292
0.0010869601682339525,8.225099838483905,0.6955912069534239,0.0030259820490738513,0.21060233203138864
0.0010869608965926886,7.665995595345883,0.7236851757282757,0.00610736462190753,0.21079840292846638
0.0010869599854762162,8.180222880100342,0.7182781461517036,0.001077022894247945,0.21096812909422488
0.0010869608956161501,8.569413719429404,0.71768076466117,0.0016124725533176731,0.21119156494929758
0.0010869602338226803,7.971248154009975,0.7152807246582233,0.0010465249411871866,0.21080650722806887
0.0010869605453311822,7.816367925037733,0.7377105201129552,0.0034399209680940537,0.2110965977234934
0.0010869603758773693,8.197862715766345,0.7246670526735042,0.0008001536857446358,0.21108914263064515
0.0010869601521200259,8.301330105384501,0.7288095367667808,0.0006102584520224154,0.211224572935114
0.0010869603328387246,8.943071968027056,0.70428194942462,0.00045856157076346575,0.21117993291807421
0.001086960090327884,9.02124443517124,0.712325433515837,1.5977940683109542e-5,0.21139138875565588
0.0010869603437756198,8.146181754166458,0.721008605548449,0.000843465661489409,0.21099614040648698
0.0010869606925759069,8.411206122641163,0.7253376974900405,0.0008392932969754125,0.21123112830846524
0.0010869605393608016,6.433464700958273,0.6846369313178853,0.0018936926543993795,0.2112999961853903
0.0010869603313568758,8.82644272230715,0.7166849823703495,0.0001028749676232745,0.21134261595543186
0.0010869601886210566,8.87147501619707,0.7053794353826961,0.0004936082239963794,0.2111542582277199
0.0010869605522828508,8.701129817921665,0.6830579831039792,0.016944059481577334,0.21063174002329577
0.0010869603217045967,8.471130323096421,0.7075324598080003,0.0008418216427284366,0.21094560262395956
0.0010869603828567772,8.88395196759985,0.7005118114259968,0.0008724068652787265,0.2110684879370796
0.0010869596927226414,8.105545831317311,0.7295735455583632,0.003365537773826648,0.21112038452558057
0.0010869601515604806,8.603630347013128,0.7001110092182944,0.0013842133972353438,0.21088861752240995
0.0010869606318128415,7.855675633290459,0.7419519803661383,0.005306699501961838,0.21118769097912546
0.0010869606366367564,7.000478863272384,0.6929028191424124,3.275904315376993e-5,0.2113957260447059
0.0010869602842960761,8.68466103536128,0.7078158868818171,0.0005802837239221037,0.21108086978444307
0.00108696131602969,8.51624670593604,0.7245938748255353,0.016021539815315764,0.21128503498546025
0.0010869604575481937,7.735255347323513,0.7145713905521772,0.0014333338944792979,0.2106848282842199
0.0010869601947433205,8.111511977177107,0.699655124057651,0.002140867875307353,0.21061515536523914
