t_since_mm,treatment_id,y_wetmass_mg,wetmass_mg,pretreatment_24D,num_sample
26.0,2,1.2801385388308,262.83042641401863,0.03,62
26.0,3,1.1277940711045669,231.55196693503643,0.3,62
16.0,1,1.0,189.00091831773778,0.0,63
16.0,2,1.0377808331325813,196.14153047460485,0.03,63
16.0,3,0.9318971218282869,176.12941180320297,0.3,63
26.0,1,1.0000000000000002,222.4940931026926,0.0,63
26.0,2,0.9898845564011554,220.24346665283625,0.03,63
26.0,3,0.9086043753734607,202.15910648785666,0.3,63
16.0,1,1.0,194.4862168477449,0.0,64
16.0,2,0.886439586862174,172.4002817129022,0.03,64
16.0,3,1.0197996874819268,198.33698316087248,0.3,64
26.0,1,0.9999999999999998,225.6465935288341,0.0,64
26.0,2,0.9524547496306599,214.918169744517,0.03,64
26.0,3,0.7758035635256995,175.05743135710455,0.3,64
16.0,1,0.9999999999999998,177.63717525400608,0.0,65
16.0,2,1.1264334552777213,200.09645710714426,0.03,65
16.0,3,0.9361498644996115,166.29501754413153,0.3,65
26.0,1,1.0,242.62573182403963,0.0,65
26.0,2,0.9022797605834765,218.91628722158526,0.03,65
26.0,3,0.8291726821959642,201.17862882629768,0.3,65
16.0,1,1.0,181.1496353502826,0.0,66
16.0,2,0.883210103951056,159.993188268419,0.03,66
16.0,3,0.8253129981798901,149.50514867013558,0.3,66
26.0,1,1.0000000000000002,236.21789381362328,0.0,66
26.0,2,0.9935143245428215,234.68586121716982,0.03,66
26.0,3,0.9990763434646596,235.99970961223795,0.3,66
16.0,1,0.9999999999999998,156.3319238812274,0.0,67
16.0,2,1.0758617951050988,168.19154425909096,0.03,67
16.0,3,0.9871755624258374,154.32705488256383,0.3,67
26.0,1,1.0000000000000002,245.44374710899865,0.0,67
26.0,2,0.9831215281036083,241.30103172127434,0.03,67
26.0,3,0.9225014244735391,226.4222063361743,0.3,67
16.0,1,1.0,184.3137366641918,0.0,68
16.0,2,0.8696116678791814,160.28137595359203,0.03,68
16.0,3,1.0141585646392755,186.92335461865818,0.3,68
26.0,1,1.0,256.5061341440353,0.0,68
26.0,2,0.870851328480151,223.37870768264094,0.03,68
26.0,3,0.7353857107983748,188.63094578165467,0.3,68
16.0,1,1.0000000000000002,169.23766042728215,0.0,69
16.0,2,0.9518365426403934,161.0865895856532,0.03,69
16.0,3,0.9852188993940553,166.73614154219177,0.3,69
26.0,1,1.0,256.5328229755907,0.0,69
26.0,2,0.8759080104432538,224.69915458594105,0.03,69
26.0,3,0.8002698436945688,205.2954821452024,0.3,69
16.0,1,1.0,189.9186598849578,0.0,70
16.0,2,1.0398249942126179,197.4821694157444,0.03,70
16.0,3,0.8442199583555071,160.3331231390128,0.3,70
26.0,1,1.0,249.49199919525435,0.0,70
26.0,2,0.8251782911578381,205.87538155349276,0.03,70
26.0,3,0.820612290641267,204.73620095628675,0.3,70
16.0,1,1.0,173.25077730934478,0.0,71
16.0,2,1.0594705979770327,183.5541046359172,0.03,71
16.0,3,1.000170115654329,173.2802499786898,0.3,71
26.0,1,1.0000000000000002,232.9840734945898,0.0,71
26.0,2,0.912750121326107,212.65624134923746,0.03,71
26.0,3,0.8090955587944821,188.50637913431984,0.3,71
16.0,1,1.0,171.9674490785599,0.0,72
16.0,2,1.055469088456698,181.50632672317124,0.03,72
16.0,3,0.9380315191537407,161.31088750415512,0.3,72
26.0,1,1.0,214.77017942316616,0.0,72
26.0,2,1.1526405008603708,247.55280718018997,0.03,72
26.0,3,1.1423629007415175,245.34548515862426,0.3,72
16.0,1,1.0,159.52697058346683,0.0,73
16.0,2,1.0627971821853277,169.54481481867023,0.03,73
16.0,3,1.0841961010693688,172.95851952200263,0.3,73
26.0,1,1.0,253.08249946921723,0.0,73
26.0,2,0.9129140216940275,231.0425624108197,0.03,73
26.0,3,0.8167848536386856,206.71395228747733,0.3,73
16.0,1,1.0000000000000002,164.76797737335616,0.0,74
16.0,2,1.1457334967619817,188.7801908703744,0.03,74
16.0,3,0.977520927893034,161.0641461290616,0.3,74
26.0,1,0.9999999999999998,239.89959507886115,0.0,74
26.0,2,0.9309346348145064,223.33084193688757,0.03,74
26.0,3,0.9171842091340677,220.03212038398843,0.3,74
16.0,1,1.0000000000000002,162.3641913276985,0.0,75
16.0,2,1.155646241328355,187.6355674341727,0.03,75
