t_since_mm,treatment_id,y_wetmass_mg,wetmass_mg,pretreatment_24D,num_sample
16.0,1,1.0,175.89038656299903,0.0,1
16.0,2,0.9076994400175513,159.65560538770484,0.03,1
16.0,3,0.918598566521102,161.57265696161343,0.3,1
26.0,1,0.9999999999999998,230.35651289685683,0.0,1
26.0,2,0.9910138798548923,228.28650159575764,0.03,1
26.0,3,0.8439075067640337,194.39959046564343,0.3,1
16.0,1,0.9999999999999997,197.835152799583,0.0,2
16.0,2,0.8390465217378054,165.99289683395736,0.03,2
16.0,3,0.8274421824027876,163.69715058847592,0.3,2
26.0,1,1.0000000000000002,248.91977284184662,0.0,2
26.0,2,0.8892277879613578,221.34637898399893,0.03,2
26.0,3,0.8201933241724012,204.16233593939313,0.3,2
16.0,1,1.0,192.1883596978106,0.0,3
16.0,2,0.9802875669623081,188.39985952664364,0.03,3
16.0,3,0.6504396235613777,125.00692433472257,0.3,3
26.0,1,1.0000000000000002,234.48238832200008,0.0,3
26.0,2,0.9332163549971147,218.82279974087493,0.03,3
26.0,3,0.9687314421904141,227.15046220742383,0.3,3
16.0,1,1.0,184.97390175092627,0.0,4
16.0,2,0.9645148129472029,178.41006824740896,0.03,4
16.0,3,0.9717750917264892,179.75303034101302,0.3,4
26.0,1,1.0000000000000002,212.34618661411545,0.0,4
26.0,2,1.1923144422316017,253.18342505281663,0.03,4
26.0,3,0.8423524157791112,178.87032327588213,0.3,4
16.0,1,1.0,169.1801613372118,0.0,5
16.0,2,0.8430198001259495,142.62222579577218,0.03,5
16.0,3,0.9389809143592285,158.85694258385695,0.3,5
26.0,1,1.0,259.8827671871629,0.0,5
26.0,2,0.9355399898759152,243.13072138320322,0.03,5
26.0,3,0.8366464413934878,217.42999234663216,0.3,5
16.0,1,0.9999999999999998,162.43792478787606,0.0,6
16.0,2,1.1030695144997567,179.18032283211042,0.03,6
16.0,3,0.859258901428767,139.57623280359903,0.3,6
26.0,1,1.0000000000000002,241.1138888993134,0.0,6
26.0,2,1.0818745165708268,260.8549719914567,0.03,6
26.0,3,0.9617121639367653,231.8821598485675,0.3,6
16.0,1,1.0,219.38318022330242,0.0,7
16.0,2,0.7555787412762858,165.76126717031138,0.03,7
16.0,3,0.6579472759406014,144.34256581510783,0.3,7
26.0,1,1.0000000000000002,209.98937168244987,0.0,7
26.0,2,1.1300582520042253,237.30022230293486,0.03,7
26.0,3,1.185090828971683,248.8564785623974,0.3,7
16.0,1,1.0000000000000002,177.72543816480854,0.0,8
16.0,2,1.0924306680400906,194.1527191420996,0.03,8
16.0,3,1.0061810178393502,178.82396226861155,0.3,8
26.0,1,0.9999999999999997,237.068796598052,0.0,8
26.0,2,1.0254712173917828,243.10722745300933,0.03,8
26.0,3,0.7776615052135345,184.3592772016023,0.3,8
16.0,1,1.0,181.10090243498274,0.0,9
16.0,2,0.9089570990696962,164.612950916206,0.03,9
16.0,3,0.9150406549167149,165.71468837011471,0.3,9
26.0,1,1.0,252.53074688379124,0.0,9
26.0,2,0.931181281432988,235.15190448447825,0.03,9
26.0,3,0.7066089957958893,178.44049746314164,0.3,9
16.0,1,1.0000000000000002,191.1044933190075,0.0,10
16.0,2,0.9167098216771944,175.18736599217797,0.03,10
16.0,3,0.7689994439075489,146.9592490905507,0.3,10
26.0,1,1.0,222.9668842050774,0.0,10
26.0,2,1.078763195353343,240.5284684630482,0.03,10
26.0,3,0.9726289159418704,216.86403887532097,0.3,10
16.0,1,1.0000000000000002,167.8151478819297,0.0,11
16.0,2,1.1985084864085662,201.12787888440124,0.03,11
16.0,3,0.9819101624768244,164.77939912281792,0.3,11
26.0,1,1.0,269.9962799534669,0.0,11
26.0,2,0.7969463990307696,215.17256306061904,0.03,11
26.0,3,0.702212991181425,189.59489535398137,0.3,11
16.0,1,0.9999999999999998,184.86847770233572,0.0,12
16.0,2,0.8782072408241653,162.352835718332,0.03,12
16.0,3,0.8809484368218282,162.85959644950367,0.3,12
26.0,1,1.0,254.74562028774795,0.0,12
26.0,2,0.9495950935436944,241.9051911269904,0.03,12
26.0,3,0.8911190359201047,227.00867155568704,0.3,12
16.0,1,1.0,179.79095141722865,0.0,13
16.0,2,1.106165173476741,198.87848896398708,0.03,13
16.0,3,0.8783291402961432,157.9156317913201,0.3,13
26.0,1,1.0,231.07195248062303,0.0,13
26.0,2,0.9104910923666253,210.3889544293714,0.03,13
26.0,3,0.9928008742795857,229.40843644425345,0.3,13
16.0,1,1.0,179.56695393437113,0.0,14
16.0,2,0.9961358829405995,178.87308620436878,0.03,14
16.0,3,0.9326722143625178,167.47710855230213,0.3,14
26.0,1,1.0,216.82361209187292,0.0,14
26.0,2,1.2033110618785783,260.9062509066205,0.03,14
26.0,3,0.7745554533612374,167.9419111632417,0.3,14
16.0,1,1.0,170.202266688992,0.0,15
16.0,2,1.0709391005388593,182.27626239758416,0.03,15
16.0,3,1.0016259495629094,170.47900699012115,0.3,15
26.0,1,0.9999999999999998,238.05683542449333,0.0,15
26.0,2,0.915462699984794,217.93215330754242,0.03,15
26.0,3,0.8183204326233614,194.80677255351972,0.3,15
16.0,1,1.0000000000000002,158.95693403250158,0.0,16
16.0,2,1.1249001572900101,178.81068009549875,0.03,16
16.0,3,0.9445541983849151,150.14343940279338,0.3,16
26.0,1,1.0,230.0414228909045,0.0,16
26.0,2,1.055831097814782,242.8848880737782,0.03,16
26.0,3,0.9748927993989159,224.26572673982372,0.3,16
16.0,1,0.9999999999999998,166.57653778271452,0.0,17
16.0,2,1.0056072403334548,167.51057246397704,0.03,17
16.0,3,0.9206408041795546,153.35715770172428,0.3,17
26.0,1,1.0000000000000002,207.46934584836202,0.0,17
26.0,2,1.2166813552526168,252.424084880159,0.03,17
26.0,3,0.8887457716537595,184.38750387050322,0.3,17
16.0,1,1.0,180.91689520181362,0.0,18
16.0,2,0.8980699007356499,162.47601811529472,0.03,18
16.0,3,0.8285787445380631,149.90389389204302,0.3,18
26.0,1,0.9999999999999998,236.61019785079816,0.0,18
26.0,2,1.0467284715968368,247.66663076059112,0.03,18
26.0,3,0.9780034163376087,231.40558183839812,0.3,18
16.0,1,1.0,179.01051861940422,0.0,19
16.0,2,1.0197608669542697,182.54792166125713,0.03,19
16.0,3,0.806792263394944,144.4243014884519,0.3,19
26.0,1,1.0000000000000002,222.20259551075796,0.0,19
26.0,2,1.1383702090641346,252.94881510617492,0.03,19
26.0,3,1.0050167759611588,223.3173361504234,0.3,19
16.0,1,1.0000000000000002,187.13515354832256,0.0,20
16.0,2,1.1142869310640964,208.52225594156874,0.03,20
16.0,3,0.8780150830215498,164.30748737898094,0.3,20
26.0,1,1.0,246.34186769402768,0.0,20
26.0,2,0.9295741681288613,228.99303673698583,0.03,20
