"spc.KD[1,1]","spc.E[1,1]","spc.B[1,1]",weight,loss
0.9377066366600013,48.049030053670755,81.65112480904156,4.4742113526486544e-5,0.3186289959422927
0.5014719956468956,32.883286341509006,70.73443530696893,0.00014451112784335897,0.3230044710324634
0.9209329918041844,184.2310226374512,147.75950686871332,1.6493136947809916e-15,0.33400997383828757
0.9015310174339272,27.127853063058694,90.05049074085636,3.75038250278565e-6,0.32648946336194606
0.5479500591587384,55.005149069135484,10.250920073664547,0.0021923511319229985,0.33367270985102065
0.9249951624389462,14.356763736039905,41.50224746653673,0.006006768072343212,0.3271680604741019
0.8703095975487463,16.713332280656367,56.11457770194619,0.0009271281619449091,0.3275231207974259
0.9071477521023062,49.89819133276516,105.19816331321128,6.955316404302074e-8,0.3294854300886678
0.870446741790491,1000.4562626946304,0.6872817700940312,1.886999656887122e-37,0.3295436732806541
0.6061274203112537,13.931813677722094,24.82114896188057,0.05537717415503083,0.3112911434997993
0.7944489220027463,38.834231718728645,197.59457514641718,9.981074268533102e-22,0.3238232953815099
0.5066227791589719,104.64753599429586,2.050140804851594,0.015164241500657686,0.32569071359177587
0.43317665450179577,19.555320829231487,28.60971200254833,0.013960941318811296,0.32567107971625464
0.22009434292440655,92.34957647268672,30.067351464157113,0.002720019670977943,0.33387624974095914
0.7578463167120708,21.383769386279116,75.32521427632844,5.1773357436716564e-5,0.32681525619351864
0.7935495446861224,177.25524801067846,31.535371804829726,0.0001428715262207143,0.33333638703010426
0.8536038018565306,16.44876867460963,19.67745980567667,0.02289535861939121,0.32662037063143334
0.9292947005022854,42.715864840520105,15.030989265091574,0.05255139004409358,0.32129872634895484
0.40455818362823237,148.6042789073174,98.63756787688565,8.818892527099626e-9,0.3336797909699013
0.5401392567795983,160.9135161992212,76.55308292588276,8.512913197372693e-7,0.33332475370972015
0.3892246921819295,132.79687738825456,43.77941429068839,7.526172713529637e-5,0.33390750643596584
0.737815727432723,171.54457033952798,22.342231742457685,0.00026424053246312524,0.33334245709980703
0.9518213555313693,32.98200705782639,43.920400802265135,0.006934735775805558,0.32580547189692166
0.4052508458654941,136.30690386198933,101.35089772277506,4.244961071157735e-9,0.3338782359853817
0.799470622129734,18.42411051055103,62.58374097838937,0.0003908847170118147,0.3272392813736059
0.9187040996782214,27.09294442185609,33.427141542901104,0.01199536205135343,0.3265283078366677
0.24233585467822968,97.48763419376859,253.26806919212436,1.0113396477876491e-35,0.33405918870754076
0.9638406811787917,25.389005914902505,42.85764267108098,0.008109240293858136,0.3268316054998079
0.2820712240203935,43.350039802048045,74.30303942393103,0.00019506168961480253,0.32726667528939696
0.9036835047517188,37.93050417161291,31.641559794143,0.015003695301000866,0.324609418325479
0.5371089429202667,42.0835810254471,156.69285203298548,2.777848905070954e-14,0.3194195650989933
0.34657354934019424,131.92213802155587,80.77112380198842,1.7265001488727908e-6,0.33311419673250464
0.4756771739220623,18.526248338279803,142.46482034501156,2.00321991307843e-12,0.326155412768716
0.7318418526841828,35.22785914728184,62.83523569583622,0.00045926958228068547,0.324371501983576
0.20736202768034284,21.81462737115453,63.43567663022677,0.00450609388112266,0.32095936009920206
0.6892974267557416,34.42661655809819,137.56911786215053,1.4107085728000348e-11,0.32429764763445446
0.5170175209595119,29.003091564512715,40.55259038987172,0.00640095485887754,0.32425490414479385
0.785102628517138,23.76251574061232,75.26511726431039,5.575083835767218e-5,0.3265950030914356
0.4702596549209689,26.402019451675187,39.903223070002255,0.006075081588625374,0.3244593394630046
0.4757687527950189,149.40032885601303,21.293206717662937,0.0004086880421995577,0.3334041566159337
