C_W_1,t_exp_G42,t_exp_G46,dt_mt,wetmass_G42_mg,wetmass_G46_mg,num_sample
0.0,14.0,19.2,5.2,345.30973771884,179.49835144288733,35
0.03,15.1,20.5,5.4,343.9641537298409,174.4527593359116,35
0.3,15.5,20.7,5.2,343.10004557517794,174.68543597391906,35
3.0,13.5,18.7,5.2,346.2431274082941,186.4982886257572,35
30.0,18.4,33.6,15.2,177.97842877389536,24.308990066362604,35
0.0,13.9,19.2,5.3,345.47271758546134,173.71457560555365,36
0.03,15.2,20.6,5.4,343.8352354927523,174.89624806630616,36
0.3,14.1,19.3,5.2,345.0722738208548,181.88483293267893,36
3.0,14.4,19.7,5.3,345.1752050880514,179.74046203737453,36
30.0,23.7,38.9,15.2,155.92467555359488,22.387702996813243,36
0.0,16.9,22.1,5.2,341.3985767136316,178.2410614204069,37
0.03,17.0,22.4,5.4,341.8718389223451,175.24390774784217,37
0.3,14.2,19.7,5.5,345.43130888333667,171.57357953781755,37
3.0,16.5,21.6,5.1,341.9988440089962,180.664936121132,37
30.0,21.4,36.9,15.5,168.97877335365888,23.25044257318188,37
0.0,13.1,18.1,5.0,346.11538363426337,181.95570457805948,38
0.03,15.4,20.6,5.2,343.3594407819763,178.28097382239233,38
0.3,14.6,19.9,5.3,344.5440100983675,178.46034511991496,38
3.0,13.7,19.0,5.3,345.7982170482775,175.83575870874864,38
30.0,19.0,34.0,15.0,175.56568644447967,24.85084495817122,38
0.0,16.1,21.3,5.2,342.8496571698491,181.61789382048363,39
0.03,15.1,20.2,5.1,343.74764709028653,182.69595074056923,39
0.3,15.0,20.4,5.4,344.539671942747,181.46134129405272,39
3.0,16.3,21.9,5.6,343.0021965519454,168.105262984763,39
30.0,20.1,35.3,15.2,168.39820240763027,23.539183576601122,39
0.0,14.6,19.7,5.1,344.4646903443959,183.7351604321142,40
0.03,13.7,18.7,5.0,345.33752528849885,188.20178899529077,40
0.3,16.0,21.3,5.3,342.56435644424545,172.04624646633718,40
3.0,16.8,22.1,5.3,341.9336432471092,181.5358339422774,40
30.0,21.8,37.0,15.2,167.09191978283897,23.91037312412597,40
0.0,15.2,20.5,5.3,343.53044090404126,174.2966556016088,41
0.03,14.5,19.8,5.3,344.8368229753684,176.14439133460974,41
0.3,14.9,20.1,5.2,344.34902408028654,185.19341184011913,41
3.0,13.9,19.0,5.1,345.6159047678309,191.48123639126806,41
30.0,24.6,39.8,15.2,153.46589182623634,22.27174367959521,41
0.0,14.8,20.0,5.2,344.31919403131064,179.4307648513771,42
0.03,15.5,20.8,5.3,343.3921021345119,178.36848197655885,42
0.3,15.8,21.0,5.2,342.50735863486005,171.77153644211324,42
3.0,17.3,22.5,5.2,341.0746424625749,179.3317913210719,42
30.0,23.3,39.0,15.7,165.12798607941383,22.712539143858226,42
0.0,16.6,21.9,5.3,342.2194590869216,175.32205266381314,43
0.03,16.6,21.9,5.3,342.25594597207754,177.96188208165498,43
0.3,16.6,21.9,5.3,342.1982102511705,178.85809927282295,43
3.0,17.5,23.0,5.5,340.9313827746816,168.3763204388751,43
30.0,18.2,33.6,15.4,181.1255187717307,24.430353485337747,43
0.0,15.6,20.8,5.2,343.0572622780839,176.5190886417894,44
0.03,15.4,20.6,5.2,343.1858314894398,178.69635064072338,44
0.3,13.7,18.9,5.2,345.7006625428889,179.75771676517107,44
3.0,15.2,20.2,5.0,343.27266426112044,183.13854484642275,44
30.0,18.6,33.7,15.1,175.5171274074917,24.180733349334812,44
0.0,16.4,21.6,5.2,342.09182512115,175.23373035808544,45
0.03,16.1,21.6,5.5,343.05476238591825,171.4012429145281,45
0.3,16.0,21.3,5.3,342.73459441179654,175.74148229540054,45
3.0,16.4,21.8,5.4,342.07090994913415,169.3779062996061,45
30.0,23.3,38.6,15.3,157.7200507678745,22.3142115673214,45
0.0,16.3,21.4,5.1,342.69391683752417,187.12928136274098,46
0.03,16.5,21.7,5.2,342.24209542615904,178.9725195317044,46
0.3,16.4,21.9,5.5,342.5387423403607,171.30431596401817,46
3.0,17.2,22.5,5.3,340.8364056150049,172.00846093473086,46
30.0,17.8,32.9,15.1,181.80126332359956,25.829160786702584,46
0.0,14.2,19.5,5.3,345.3558715636497,180.02005596886198,47
0.03,15.5,20.6,5.1,343.0267640172402,175.1329982215575,47
0.3,14.6,20.1,5.5,344.95254991954914,177.62932636359199,47
3.0,13.7,18.7,5.0,345.74592487774146,185.13615889822645,47
30.0,19.5,34.7,15.2,170.04788025018513,23.135847682339367,47
0.0,15.4,20.9,5.5,343.82927335126806,173.00525085595123,48
0.03,14.4,19.5,5.1,344.77049875098004,181.6528578207397,48
0.3,16.0,21.2,5.2,342.45723321631016,174.85811574265068,48
3.0,17.6,23.0,5.4,340.8541705869205,175.6892923986292,48
30.0,22.7,37.8,15.1,158.6720789580059,22.62563154541879,48
0.0,15.8,21.3,5.5,343.3657074563022,169.72082685547667,49
0.03,14.7,19.8,5.1,344.3157050801526,181.15423373027218,49
0.3,14.8,20.0,5.2,344.49237523468196,180.8282488346965,49
