n,q_dist,t_max,priors
100000,0.01,0,"Truncated(Normal{Float64}(μ=0.1, σ=0.1); lower=0.0, upper=Inf)"
100000,0.01,0,"Truncated(Normal{Float64}(μ=100.0, σ=50.0); lower=0.0, upper=Inf)"
100000,0.01,0,"Truncated(Normal{Float64}(μ=0.0016, σ=0.016); lower=0.0, upper=Inf)"
100000,0.01,0,"Hyperdist(var""#217#219""(), Truncated(Normal{Float64}(μ=1.0, σ=1.0); lower=0.5, upper=2.0))"
100000,0.01,0,"Truncated(Normal{Float64}(μ=15000.0, σ=7500.0); lower=10.0, upper=100000.0)"
100000,0.01,0,"Truncated(Normal{Float64}(μ=2.0, σ=2.0); lower=2.0, upper=4.0)"
