spc.dI_max_juv,spc.eta_AS_juv,spc.H_p,spc.k_J_juv,spc.eta_AR,weight,loss
2.3109572629836195,0.058220999357932374,2129.254821365923,0.02,0.4552822452035283,0.01089718681778817,0.00959036230502273
2.1547874886367007,0.08320480302393919,2016.5367177640906,0.02,0.3855220339192801,0.013962088571711693,0.007252060609521995
2.0596838820963344,0.07593288039319893,1932.732077200944,0.02,0.5959211151876926,0.017678626831765378,0.002118675011456505
2.3267176261728273,0.049940101196530605,1992.371397376669,0.02,0.5025131477213963,0.013640113659998353,0.0212538322842389
2.154873887530787,0.06483673396890809,1662.6729179412039,0.02,0.3510146523752878,0.013726643480296584,0.0065824491524067354
2.068964464481134,0.08202426353040547,1872.509258472726,0.02,0.3744998267262982,0.008395435155403738,0.023223605766141058
2.40476179675684,0.04970184836891582,2062.7914890579036,0.02,0.5193242995219142,0.015659964096697804,0.023251277942334503
2.0721701508647445,0.07607229104873033,1912.9296099832547,0.02,0.6448361692961684,0.010767891354833978,0.0014592296822584572
2.060811828422188,0.08297100052197558,1616.153336411952,0.02,0.38129044965355463,0.005796194772165708,0.02315584489248479
2.360555283164274,0.06388398448974808,1863.2732796877594,0.02,0.4615414367828126,0.010228797313810278,0.01506891646615065
2.1954752014091543,0.06432706960475724,1999.0313025460537,0.02,0.39541569168810115,0.011878208542586437,0.008842561199654703
2.170806319377839,0.07646979983272309,1927.8131704577777,0.02,0.6557140348816853,0.012565655513247603,0.015223281670263572
2.107564378704301,0.07630054076232362,1820.149792132237,0.02,0.6583219439964019,0.008531357812363336,0.02339679579910929
1.9945904680364197,0.10037932801370503,1825.2405388419434,0.02,0.4745673506657224,0.018755023524730456,0.0014016565503480202
2.159216858228618,0.07645616521657178,1968.8378838694466,0.02,0.43992817409597773,0.013965857517803793,0.007858927703494025
2.3499955300187905,0.06087912841615353,2285.1242175298203,0.02,0.4719964464875289,0.009436303883754887,0.010738527434894021
2.163867867274256,0.077366410145586,1884.2030618212657,0.02,0.588017541332604,0.01179399410001127,0.0024173623100754
2.197135947069086,0.07636987273874227,1761.205176924781,0.02,0.5199697054925818,0.008411819317415968,0.009288253305512858
2.435169924838982,0.060509554635381414,1987.5268373533688,0.02,0.37771706987171855,0.012334592782470333,0.014725931292524528
2.057631236169245,0.0832117095162888,1646.873787284768,0.02,0.4080899677766703,0.00922976709958322,0.0020507726623936063
2.3897111518840477,0.06471265026759383,2206.0343730245177,0.02,0.40701152749903335,0.008695478462523668,0.02212405305530509
2.0693382374391946,0.0879926335330216,2129.121506669193,0.02,0.5532949225697746,0.013208211732857982,0.02436465341471799
2.094922273986674,0.07506766724557228,2151.0335686800845,0.02,0.5542400053649987,0.025016667707882665,0.004445529185106165
2.264284203535023,0.08260901525177446,1776.967363101745,0.02,0.4390897658896885,0.016817979665336585,0.02199060615470777
