treatment_bd,treatment_24D,individualID,t_since_spawn,SVL_mean,t_since_hatch,treatment_combination,drymass_g
uninfected,0.3,,28,8.696,25,uninfected | 0.3,0.017807331343283567
uninfected,0.3,,28,8.305,25,uninfected | 0.3,0.0170066567164179
uninfected,0.3,,28,9.464,25,uninfected | 0.3,0.019380011940298494
uninfected,0.3,,28,9.019,25,uninfected | 0.3,0.018468758208955213
uninfected,0.3,,28,7.583,25,uninfected | 0.3,0.015528173134328346
uninfected,0.3,,28,9.156,25,uninfected | 0.3,0.018749301492537302
uninfected,0.3,,28,11.26,25,uninfected | 0.3,0.0230577910447761
uninfected,0.3,,28,8.35,25,uninfected | 0.3,0.01709880597014924
uninfected,0.3,,28,9.151,25,uninfected | 0.3,0.018739062686567148
uninfected,0.3,,28,9.457,25,uninfected | 0.3,0.019365677611940288
uninfected,0.3,,28,9.119,25,uninfected | 0.3,0.018673534328358193
uninfected,0.3,,28,7.934,25,uninfected | 0.3,0.016246937313432824
uninfected,0.3,,28,10.058,25,uninfected | 0.3,0.020596382089552223
